                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 45 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1201.868
                ,+ 8 factors in 7 blocks,  AIC                ,2901.736
                ,+ AR(1) idiosyncratic  ,  BIC                ,3357.068
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,3072.306
Time:           ,00:21:26               ,  EM Iterations      ,540
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.00   ,-0.06   ,.       ,-0.06   ,.    ,.          ,.         ,.        ,0.44                   ,0.80
Cases2          ,-0.05   ,0.14    ,.       ,0.24    ,.    ,.          ,.         ,.        ,-0.03                  ,0.94
Cases3          ,0.02    ,-0.11   ,.       ,0.35    ,.    ,.          ,.         ,.        ,0.61                   ,0.00
Cases4          ,-0.15   ,-0.11   ,.       ,0.24    ,.    ,.          ,.         ,.        ,0.67                   ,0.11
Cases5          ,0.02    ,-0.14   ,.       ,0.34    ,.    ,.          ,.         ,.        ,0.85                   ,0.03
Hosp1           ,0.09    ,-0.07   ,.       ,0.32    ,.    ,.          ,.         ,.        ,0.68                   ,0.03
Hosp2           ,-0.07   ,-0.14   ,.       ,0.32    ,.    ,.          ,.         ,.        ,0.70                   ,0.05
Deaths1         ,0.06    ,-0.17   ,.       ,-0.23   ,.    ,.          ,.         ,.        ,0.05                   ,0.92
Deaths2         ,0.07    ,-0.17   ,.       ,-0.22   ,.    ,.          ,.         ,.        ,0.01                   ,0.93
Deaths3         ,0.08    ,-0.21   ,.       ,-0.14   ,.    ,.          ,.         ,.        ,0.35                   ,0.31
Deaths4         ,0.09    ,-0.23   ,.       ,-0.05   ,.    ,.          ,.         ,.        ,0.19                   ,0.42
Deaths5         ,0.07    ,-0.22   ,.       ,-0.12   ,.    ,.          ,.         ,.        ,0.16                   ,0.34
Vax1            ,0.21    ,0.17    ,-0.08   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.02
Vax3            ,0.24    ,0.13    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.84                   ,0.00
Gather1         ,0.25    ,0.11    ,-0.14   ,.       ,.    ,.          ,.         ,.        ,0.88                   ,0.00
Gather2         ,0.25    ,0.05    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.89                   ,0.01
