                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1123.675
                ,+ 8 factors in 7 blocks,  AIC                ,2765.350
                ,+ AR(1) idiosyncratic  ,  BIC                ,3238.968
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2942.771
Time:           ,00:26:03               ,  EM Iterations      ,372
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.04   ,-0.01   ,.       ,-0.11   ,.    ,.          ,.         ,.        ,0.48                   ,0.69
Cases2          ,0.09    ,0.21    ,.       ,-0.13   ,.    ,.          ,.         ,.        ,0.11                   ,0.65
Cases3          ,-0.03   ,0.04    ,.       ,-0.42   ,.    ,.          ,.         ,.        ,0.65                   ,0.26
Cases4          ,0.17    ,-0.05   ,.       ,-0.32   ,.    ,.          ,.         ,.        ,0.47                   ,0.03
Cases5          ,0.11    ,0.07    ,.       ,-0.37   ,.    ,.          ,.         ,.        ,0.38                   ,0.06
Hosp1           ,-0.09   ,0.04    ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.65                   ,0.36
Hosp2           ,0.15    ,0.00    ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.42                   ,0.00
Deaths1         ,-0.09   ,-0.21   ,.       ,0.14    ,.    ,.          ,.         ,.        ,-0.04                  ,0.67
Deaths2         ,-0.10   ,-0.20   ,.       ,0.12    ,.    ,.          ,.         ,.        ,-0.10                  ,0.66
Deaths3         ,-0.10   ,-0.22   ,.       ,0.03    ,.    ,.          ,.         ,.        ,0.15                   ,0.22
Deaths4         ,-0.10   ,-0.21   ,.       ,-0.09   ,.    ,.          ,.         ,.        ,-0.07                  ,0.34
Deaths5         ,-0.09   ,-0.23   ,.       ,0.01    ,.    ,.          ,.         ,.        ,-0.04                  ,0.25
Vax1            ,-0.21   ,0.18    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.52                   ,0.02
Vax3            ,-0.24   ,0.16    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.46                   ,0.00
Gather1         ,-0.24   ,0.15    ,0.04    ,.       ,.    ,.          ,.         ,.        ,0.48                   ,0.01
Gather2         ,-0.25   ,0.10    ,0.13    ,.       ,.    ,.          ,.         ,.        ,0.77                   ,0.07
Gather3         ,-0.24   ,0.08    ,0.12    ,.       ,.    ,.          ,.         ,.        ,0.79                   ,0.12
Gather4         ,-0.23   ,0.08    ,0.08    ,.       ,.    ,.          ,.         ,.        ,0.77                   ,0.21
Curfew          ,0.19    ,-0.01   ,-0.32   ,.       ,.    ,.          ,.         ,.        ,0.73                   ,0.00
Mask1           ,0.18    ,0.00    ,-0.33   ,.       ,.    ,.          ,.         ,.        ,0.68                   ,0.00
Mask2           ,0.19    ,0.00    ,-0.33   ,.       ,.    ,.          ,.         ,.        ,0.70                   ,0.00
School          ,0.13    ,-0.01   ,0.02    ,.       ,.    ,.          ,.         ,.        ,0.99                   ,0.40
ARP             ,0.19    ,0.02    ,0.01    ,.       ,.    ,.          ,.         ,.        ,0.65                   ,0.36
PPP             ,0.02    ,-0.05   ,-0.00   ,.       ,.    ,.          ,.         ,.        ,-0.06                  ,0.96
CARES           ,0.11    ,0.17    ,0.13    ,.       ,.    ,.          ,.         ,.        ,-0.24                  ,0.59
Cons1           ,0.06    ,0.15    ,.       ,.       ,.    ,-0.12      ,.         ,.        ,-0.22                  ,0.94
Cons2           ,0.19    ,0.04    ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.18                   ,0.00
Cons3           ,0.18    ,0.04    ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.24                   ,0.00
Cons4           ,0.20    ,0.07    ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.02                   ,0.16
Cons5           ,0.20    ,0.07    ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.02                   ,0.16
Employment1     ,0.17    ,0.04    ,.       ,.       ,.    ,.          ,-0.46     ,.        ,-0.67                  ,0.19
Employment2     ,0.17    ,0.07    ,.       ,.       ,.    ,.          ,-0.46     ,.        ,-0.61                  ,0.17
UI              ,0.03    ,-0.10   ,.       ,.       ,.    ,.          ,0.24      ,.        ,0.54                   ,0.60
PartR           ,-0.15   ,-0.08   ,.       ,.       ,.    ,.          ,-0.11     ,.        ,0.90                   ,0.14
UR              ,0.12    ,-0.06   ,.       ,.       ,.    ,.          ,0.39      ,.        ,0.67                   ,0.35
CPI             ,0.03    ,-0.02   ,.       ,.       ,.    ,.          ,.         ,0.68     ,-0.23                  ,0.74
PCE             ,0.06    ,0.10    ,.       ,.       ,.    ,.          ,.         ,-0.05    ,0.04                   ,0.98
PCEC            ,0.02    ,-0.02   ,.       ,.       ,.    ,.          ,.         ,-0.71    ,-0.20                  ,0.75
