                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1549.829
                ,+ 8 factors in 7 blocks,  AIC                ,3607.658
                ,+ AR(1) idiosyncratic  ,  BIC                ,4336.012
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,3903.612
Time:           ,23:02:32               ,  EM Iterations      ,50
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.06   ,-0.06   ,.       ,-0.16   ,.    ,.          ,.         ,.        ,0.47                   ,0.73
Cases2          ,0.17    ,0.21    ,.       ,0.03    ,.    ,.          ,.         ,.        ,0.22                   ,0.24
Cases3          ,-0.04   ,0.11    ,.       ,-0.42   ,.    ,.          ,.         ,.        ,0.91                   ,0.06
Cases4          ,0.08    ,-0.01   ,.       ,-0.38   ,.    ,.          ,.         ,.        ,0.85                   ,0.04
Cases5          ,-0.02   ,0.13    ,.       ,-0.40   ,.    ,.          ,.         ,.        ,0.87                   ,0.02
Hosp1           ,-0.06   ,0.11    ,.       ,-0.35   ,.    ,.          ,.         ,.        ,0.92                   ,0.11
Hosp2           ,0.02    ,0.07    ,.       ,-0.43   ,.    ,.          ,.         ,.        ,0.97                   ,0.00
Deaths1         ,-0.19   ,-0.22   ,.       ,-0.03   ,.    ,.          ,.         ,.        ,-0.25                  ,0.09
Deaths2         ,-0.20   ,-0.22   ,.       ,-0.04   ,.    ,.          ,.         ,.        ,-0.36                  ,0.07
Deaths3         ,-0.15   ,-0.06   ,.       ,0.14    ,.    ,.          ,.         ,.        ,0.73                   ,0.41
Deaths4         ,-0.16   ,-0.03   ,.       ,-0.04   ,.    ,.          ,.         ,.        ,0.52                   ,0.54
Deaths5         ,-0.14   ,-0.05   ,.       ,0.12    ,.    ,.          ,.         ,.        ,0.72                   ,0.43
Vax1            ,-0.14   ,0.19    ,-0.24   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.01
Vax3            ,-0.17   ,0.21    ,-0.19   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Gather1         ,-0.17   ,0.21    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Gather2         ,-0.19   ,0.19    ,-0.16   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.04
Gather3         ,-0.17   ,0.13    ,-0.14   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.10
Gather4         ,-0.12   ,0.06    ,-0.10   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.19
Curfew          ,0.16    ,-0.15   ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.91                   ,0.00
Mask1           ,0.15    ,-0.14   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.74                   ,0.00
Mask2           ,0.16    ,-0.16   ,-0.24   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.00
School          ,0.13    ,-0.11   ,-0.16   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.35
ARP             ,0.17    ,-0.14   ,0.14    ,.       ,.    ,.          ,.         ,.        ,0.87                   ,0.21
PPP             ,0.00    ,-0.02   ,0.02    ,.       ,.    ,.          ,.         ,.        ,-0.02                  ,0.99
CARES           ,0.20    ,0.20    ,0.07    ,.       ,.    ,.          ,.         ,.        ,-0.04                  ,0.16
Cons1           ,0.11    ,0.17    ,.       ,.       ,.    ,-0.10      ,.         ,.        ,-0.25                  ,0.54
Cons2           ,0.20    ,-0.03   ,.       ,.       ,.    ,0.36       ,.         ,.        ,-0.50                  ,0.00
Cons3           ,0.20    ,-0.03   ,.       ,.       ,.    ,0.36       ,.         ,.        ,-0.50                  ,0.00
Cons4           ,0.25    ,0.05    ,.       ,.       ,.    ,0.26       ,.         ,.        ,0.10                   ,0.12
Cons5           ,0.25    ,0.05    ,.       ,.       ,.    ,0.26       ,.         ,.        ,0.10                   ,0.12
Employment1     ,0.19    ,-0.01   ,.       ,.       ,.    ,.          ,-0.53     ,.        ,-0.54                  ,0.37
Employment2     ,0.23    ,0.07    ,.       ,.       ,.    ,.          ,-0.43     ,.        ,-0.47                  ,0.28
