                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 45 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3347.614
                ,+ 7 factors in 7 blocks,  AIC                ,7091.228
                ,+ AR(1) idiosyncratic  ,  BIC                ,7659.000
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7321.933
Time:           ,22:36:13               ,  EM Iterations      ,224
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.09 ,.       ,-0.04   ,.    ,.          ,.         ,.        ,0.55                   ,0.73
Cases2          ,0.13  ,.       ,-0.25   ,.    ,.          ,.         ,.        ,0.33                   ,1.26
Cases3          ,-0.06 ,.       ,-0.42   ,.    ,.          ,.         ,.        ,0.89                   ,0.06
Cases4          ,0.06  ,.       ,-0.31   ,.    ,.          ,.         ,.        ,0.94                   ,0.02
Cases5          ,-0.05 ,.       ,-0.39   ,.    ,.          ,.         ,.        ,0.98                   ,0.01
Hosp1           ,-0.08 ,.       ,-0.35   ,.    ,.          ,.         ,.        ,0.90                   ,0.12
Hosp2           ,-0.00 ,.       ,-0.38   ,.    ,.          ,.         ,.        ,1.00                   ,0.00
Deaths1         ,-0.14 ,.       ,0.25    ,.    ,.          ,.         ,.        ,0.36                   ,1.26
Deaths2         ,-0.15 ,.       ,0.24    ,.    ,.          ,.         ,.        ,0.32                   ,1.29
Deaths3         ,-0.15 ,.       ,0.15    ,.    ,.          ,.         ,.        ,0.78                   ,0.47
Deaths4         ,-0.17 ,.       ,0.02    ,.    ,.          ,.         ,.        ,0.64                   ,0.69
Deaths5         ,-0.15 ,.       ,0.13    ,.    ,.          ,.         ,.        ,0.76                   ,0.52
Vax1            ,-0.18 ,-0.36   ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.01
Vax3            ,-0.21 ,-0.33   ,.       ,.    ,.          ,.         ,.        ,0.75                   ,0.00
Gather1         ,-0.22 ,-0.32   ,.       ,.    ,.          ,.         ,.        ,0.88                   ,0.00
Gather2         ,-0.23 ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.04
Gather3         ,-0.19 ,-0.22   ,.       ,.    ,.          ,.         ,.        ,0.97                   ,0.09
Gather4         ,-0.12 ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.17
Curfew          ,0.19  ,-0.15   ,.       ,.    ,.          ,.         ,.        ,1.07                   ,0.00
Mask1           ,0.18  ,-0.18   ,.       ,.    ,.          ,.         ,.        ,1.05                   ,0.00
Mask2           ,0.20  ,-0.13   ,.       ,.    ,.          ,.         ,.        ,1.06                   ,0.00
School          ,0.16  ,-0.09   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.39
ARP             ,0.20  ,0.13    ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.22
PPP             ,-0.01 ,0.05    ,.       ,.    ,.          ,.         ,.        ,0.02                   ,1.03
CARES           ,0.15  ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.18                   ,1.22
Cons1           ,0.09  ,.       ,.       ,.    ,-0.07      ,.         ,.        ,-0.24                  ,1.14
Cons2           ,0.22  ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.16                   ,0.00
Cons3           ,0.22  ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.17                   ,0.00
Cons4           ,0.24  ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.15                   ,0.28
Cons5           ,0.23  ,.       ,.       ,.    ,0.34       ,.         ,.        ,0.18                   ,0.28
Employment1     ,0.19  ,.       ,.       ,.    ,.          ,-0.53     ,.        ,-0.03                  ,0.77
Employment2     ,0.21  ,.       ,.       ,.    ,.          ,-0.51     ,.        ,0.04                   ,0.84
UI              ,-0.02 ,.       ,.       ,.    ,.          ,-0.05     ,.        ,0.73                   ,0.50
PartR           ,-0.19 ,.       ,.       ,.    ,.          ,-0.26     ,.        ,0.98                   ,0.07
CPI             ,0.10  ,.       ,.       ,.    ,.          ,.         ,-0.48    ,0.28                   ,0.76
CPIU            ,0.00  ,.       ,.       ,.    ,.          ,.         ,-0.71    ,-0.30                  ,0.17
PCE             ,0.03  ,.       ,.       ,.    ,.          ,.         ,-0.48    ,0.20                   ,0.71
