                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-4104.257
                ,+ 8 factors in 7 blocks,  AIC                ,8726.514
                ,+ AR(1) idiosyncratic  ,  BIC                ,9469.206
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,9028.295
Time:           ,22:54:01               ,  EM Iterations      ,42
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                  Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1), var.
Cases1          ,-0.06   ,-0.12   ,.       ,-0.03   ,.    ,.          ,.         ,.        ,0.55                   ,0.59
Cases2          ,0.06    ,0.06    ,.       ,0.23    ,.    ,.          ,.         ,.        ,0.05                   ,0.87
Cases3          ,-0.13   ,-0.05   ,.       ,0.31    ,.    ,.          ,.         ,.        ,0.90                   ,0.07
Cases4          ,0.10    ,-0.15   ,.       ,0.24    ,.    ,.          ,.         ,.        ,0.65                   ,0.20
Cases5          ,-0.10   ,-0.06   ,.       ,0.35    ,.    ,.          ,.         ,.        ,0.91                   ,0.02
Hosp1           ,-0.14   ,-0.03   ,.       ,0.26    ,.    ,.          ,.         ,.        ,0.90                   ,0.10
Hosp2           ,0.00    ,-0.12   ,.       ,0.34    ,.    ,.          ,.         ,.        ,0.72                   ,0.07
Deaths1         ,-0.07   ,-0.06   ,.       ,-0.23   ,.    ,.          ,.         ,.        ,-0.01                  ,0.88
Deaths2         ,-0.08   ,-0.06   ,.       ,-0.23   ,.    ,.          ,.         ,.        ,-0.06                  ,0.87
Deaths3         ,-0.14   ,-0.18   ,.       ,-0.23   ,.    ,.          ,.         ,.        ,0.29                   ,0.13
Deaths4         ,-0.17   ,-0.19   ,.       ,-0.12   ,.    ,.          ,.         ,.        ,0.15                   ,0.29
Deaths5         ,-0.15   ,-0.18   ,.       ,-0.22   ,.    ,.          ,.         ,.        ,0.25                   ,0.12
Vax1            ,-0.20   ,0.15    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.01
Vax3            ,-0.23   ,0.13    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Gather1         ,-0.24   ,0.12    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Gather2         ,-0.25   ,0.14    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.01
Gather3         ,-0.20   ,0.16    ,0.17    ,.       ,.    ,.          ,.         ,.        ,0.92                   ,0.00
Gather4         ,-0.12   ,0.17    ,0.27    ,.       ,.    ,.          ,.         ,.        ,0.79                   ,0.02
Curfew          ,0.23    ,0.10    ,0.22    ,.       ,.    ,.          ,.         ,.        ,0.91                   ,0.10
Mask1           ,0.22    ,0.11    ,0.21    ,.       ,.    ,.          ,.         ,.        ,0.92                   ,0.09
Mask2           ,0.24    ,0.10    ,0.17    ,.       ,.    ,.          ,.         ,.        ,0.92                   ,0.09
School          ,0.17    ,0.01    ,0.14    ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.34
ARP             ,0.26    ,-0.00   ,-0.00   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.33
PPP             ,0.00    ,-0.16   ,0.10    ,.       ,.    ,.          ,.         ,.        ,0.74                   ,0.34
CARES           ,0.13    ,-0.03   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.74                   ,0.40
Cons1           ,0.05    ,0.05    ,.       ,.       ,.    ,0.22       ,.         ,.        ,0.07                   ,1.02
Cons2           ,0.17    ,-0.06   ,.       ,.       ,.    ,-0.37      ,.         ,.        ,-0.08                  ,0.88
