                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 44 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-865.237
                ,+ 8 factors in 7 blocks,  AIC                ,2218.475
                ,+ AR(1) idiosyncratic  ,  BIC                ,2664.663
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2385.620
Time:           ,00:24:18               ,  EM Iterations      ,322
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.00   ,-0.16   ,.       ,-0.06   ,.    ,.          ,.         ,.        ,0.44                   ,0.53
Cases2          ,0.03    ,0.18    ,.       ,-0.11   ,.    ,.          ,.         ,.        ,-0.32                  ,0.62
Cases3          ,-0.04   ,-0.05   ,.       ,-0.40   ,.    ,.          ,.         ,.        ,0.86                   ,0.02
Cases4          ,0.16    ,-0.06   ,.       ,-0.26   ,.    ,.          ,.         ,.        ,0.51                   ,0.06
Cases5          ,-0.04   ,-0.07   ,.       ,-0.39   ,.    ,.          ,.         ,.        ,0.83                   ,0.01
Hosp1           ,-0.11   ,-0.03   ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.83                   ,0.05
Hosp2           ,0.07    ,-0.08   ,.       ,-0.38   ,.    ,.          ,.         ,.        ,0.52                   ,0.02
Deaths1         ,-0.05   ,-0.19   ,.       ,0.20    ,.    ,.          ,.         ,.        ,-0.21                  ,0.61
Deaths2         ,-0.06   ,-0.19   ,.       ,0.19    ,.    ,.          ,.         ,.        ,-0.24                  ,0.61
Deaths3         ,-0.08   ,-0.20   ,.       ,0.13    ,.    ,.          ,.         ,.        ,0.54                   ,0.25
Deaths4         ,-0.09   ,-0.22   ,.       ,0.03    ,.    ,.          ,.         ,.        ,0.21                   ,0.41
Deaths5         ,-0.07   ,-0.22   ,.       ,0.11    ,.    ,.          ,.         ,.        ,0.38                   ,0.29
Vax1            ,-0.20   ,0.13    ,-0.22   ,.       ,.    ,.          ,.         ,.        ,0.71                   ,0.02
Vax3            ,-0.23   ,0.09    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.00
Gather1         ,-0.24   ,0.08    ,-0.16   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.00
Gather2         ,-0.25   ,0.02    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.89                   ,0.02
Gather3         ,-0.25   ,0.00    ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.03
Gather4         ,-0.23   ,-0.00   ,-0.22   ,.       ,.    ,.          ,.         ,.        ,0.86                   ,0.07
Curfew          ,0.19    ,0.06    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.00
Mask1           ,0.19    ,0.06    ,-0.14   ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.00
Mask2           ,0.20    ,0.07    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.84                   ,0.00
School          ,0.13    ,0.03    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.40
ARP             ,0.18    ,0.10    ,0.05    ,.       ,.    ,.          ,.         ,.        ,0.54                   ,0.42
PPP             ,0.01    ,-0.03   ,0.02    ,.       ,.    ,.          ,.         ,.        ,-0.05                  ,0.98
CARES           ,0.07    ,0.19    ,0.09    ,.       ,.    ,.          ,.         ,.        ,-0.25                  ,0.67
Cons1           ,0.04    ,0.12    ,.       ,.       ,.    ,-0.04      ,.         ,.        ,-0.40                  ,0.84
Cons2           ,0.15    ,0.07    ,.       ,.       ,.    ,0.40       ,.         ,.        ,-0.02                  ,0.00
Cons3           ,0.15    ,0.07    ,.       ,.       ,.    ,0.40       ,.         ,.        ,-0.01                  ,0.00
Cons4           ,0.16    ,0.10    ,.       ,.       ,.    ,0.36       ,.         ,.        ,0.05                   ,0.47
Cons5           ,0.16    ,0.10    ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.06                   ,0.48
Employment1     ,0.14    ,0.07    ,.       ,.       ,.    ,.          ,0.55      ,.        ,-0.44                  ,0.40
Employment2     ,0.16    ,0.07    ,.       ,.       ,.    ,.          ,0.52      ,.        ,-0.27                  ,0.48
UI              ,0.02    ,-0.08   ,.       ,.       ,.    ,.          ,-0.02     ,.        ,0.39                   ,0.70
PartR           ,-0.17   ,-0.14   ,.       ,.       ,.    ,.          ,0.22      ,.        ,0.84                   ,0.09
CPI             ,-0.00   ,0.19    ,.       ,.       ,.    ,.          ,.         ,-0.56    ,-0.20                  ,0.39
PCEC            ,0.05    ,-0.03   ,.       ,.       ,.    ,.          ,.         ,0.69     ,-0.09                  ,0.36
FixAss          ,0.00    ,0.17    ,.       ,.       ,-0.07,.          ,.         ,.        ,-0.15                  ,0.78
GDP             ,-0.07   ,-0.21   ,.       ,.       ,-0.16,.          ,.         ,.        ,0.41                   ,0.41
TBill1mo        ,-0.20   ,0.13    ,.       ,.       ,0.17 ,.          ,.         ,.        ,0.79                   ,0.47
TBill6mo        ,0.18    ,-0.17   ,.       ,.       ,0.20 ,.          ,.         ,.        ,0.81                   ,0.00
TBill1yr        ,0.18    ,-0.16   ,.       ,.       ,0.21 ,.          ,.         ,.        ,0.83                   ,0.00
TBill5yr        ,0.19    ,-0.17   ,.       ,.       ,0.19 ,.          ,.         ,.        ,0.22                   ,0.01
TBill10yr       ,0.19    ,-0.16   ,.       ,.       ,0.18 ,.          ,.         ,.        ,0.33                   ,0.02
TBill30yr       ,0.16    ,-0.13   ,.       ,.       ,0.25 ,.          ,.         ,.        ,0.57                   ,0.07
FFR             ,0.17    ,-0.13   ,.       ,.       ,0.25 ,.          ,.         ,.        ,0.50                   ,0.05
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.94       ,0.12       ,Global.1           ,2.28    ,0.12
Global.2,-0.08      ,0.85       ,Global.2           ,0.12    ,1.51
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.75       ,4.79
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.41       ,4.42
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.71    ,9.44
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.30          ,4.52
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.47         ,0.77
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.14        ,1.45

Warnings:
[1] Covariance matrix not calculated.
