                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3795.381
                ,+ 8 factors in 7 blocks,  AIC                ,8108.763
                ,+ AR(1) idiosyncratic  ,  BIC                ,8851.454
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8410.543
Time:           ,23:22:34               ,  EM Iterations      ,233
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.05   ,-0.03   ,.       ,-0.08   ,.    ,.          ,.         ,.        ,0.53                   ,0.69
Cases2          ,0.13    ,0.05    ,.       ,-0.16   ,.    ,.          ,.         ,.        ,0.19                   ,0.86
Cases3          ,-0.02   ,-0.07   ,.       ,-0.39   ,.    ,.          ,.         ,.        ,0.86                   ,0.00
Cases4          ,0.15    ,-0.12   ,.       ,-0.22   ,.    ,.          ,.         ,.        ,0.82                   ,0.08
Cases5          ,0.03    ,-0.14   ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.90                   ,0.04
Hosp1           ,-0.07   ,-0.03   ,.       ,-0.35   ,.    ,.          ,.         ,.        ,0.85                   ,0.01
Hosp2           ,0.09    ,-0.14   ,.       ,-0.32   ,.    ,.          ,.         ,.        ,0.85                   ,0.04
Deaths1         ,-0.15   ,-0.05   ,.       ,0.17    ,.    ,.          ,.         ,.        ,0.04                   ,0.89
Deaths2         ,-0.16   ,-0.05   ,.       ,0.16    ,.    ,.          ,.         ,.        ,-0.01                  ,0.88
Deaths3         ,-0.12   ,-0.18   ,.       ,0.22    ,.    ,.          ,.         ,.        ,0.66                   ,0.21
Deaths4         ,-0.12   ,-0.23   ,.       ,0.09    ,.    ,.          ,.         ,.        ,0.30                   ,0.37
Deaths5         ,-0.11   ,-0.20   ,.       ,0.22    ,.    ,.          ,.         ,.        ,0.66                   ,0.21
Vax1            ,-0.18   ,0.06    ,-0.26   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.01
Vax3            ,-0.20   ,0.04    ,-0.29   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.00
Gather1         ,-0.21   ,0.03    ,-0.29   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.00
Gather2         ,-0.23   ,0.07    ,-0.26   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.03
Gather3         ,-0.21   ,0.12    ,-0.15   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.09
Gather4         ,-0.16   ,0.16    ,-0.03   ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.20
Curfew          ,0.17    ,0.12    ,0.20    ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.19
