                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 48 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1087.152
                ,+ 8 factors in 7 blocks,  AIC                ,2702.303
                ,+ AR(1) idiosyncratic  ,  BIC                ,3185.064
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2883.148
Time:           ,00:22:40               ,  EM Iterations      ,637
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.05   ,-0.06   ,.       ,-0.00   ,.    ,.          ,.         ,.        ,0.39                   ,0.78
Cases2          ,0.10    ,0.20    ,.       ,0.06    ,.    ,.          ,.         ,.        ,-0.32                  ,0.14
Cases3          ,-0.02   ,0.09    ,.       ,0.41    ,.    ,.          ,.         ,.        ,0.69                   ,0.03
Cases4          ,0.14    ,-0.03   ,.       ,0.36    ,.    ,.          ,.         ,.        ,0.55                   ,0.07
Cases5          ,0.03    ,0.05    ,.       ,0.43    ,.    ,.          ,.         ,.        ,0.60                   ,0.00
Hosp1           ,-0.07   ,0.12    ,.       ,0.36    ,.    ,.          ,.         ,.        ,0.69                   ,0.08
Hosp2           ,0.08    ,0.02    ,.       ,0.42    ,.    ,.          ,.         ,.        ,0.57                   ,0.01
Deaths1         ,-0.12   ,-0.23   ,.       ,-0.04   ,.    ,.          ,.         ,.        ,-0.19                  ,0.01
Deaths2         ,-0.13   ,-0.22   ,.       ,-0.03   ,.    ,.          ,.         ,.        ,-0.60                  ,0.01
Deaths3         ,-0.11   ,-0.16   ,.       ,0.06    ,.    ,.          ,.         ,.        ,0.18                   ,0.86
Deaths4         ,-0.11   ,-0.14   ,.       ,0.16    ,.    ,.          ,.         ,.        ,0.03                   ,0.72
Deaths5         ,-0.10   ,-0.16   ,.       ,0.08    ,.    ,.          ,.         ,.        ,0.07                   ,0.89
Vax1            ,-0.18   ,0.17    ,-0.20   ,.       ,.    ,.          ,.         ,.        ,0.79                   ,0.02
Vax3            ,-0.21   ,0.18    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.86                   ,0.00
Gather1         ,-0.22   ,0.17    ,-0.07   ,.       ,.    ,.          ,.         ,.        ,0.60                   ,0.00
