                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 44 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1129.198
                ,+ 8 factors in 7 blocks,  AIC                ,2746.396
                ,+ AR(1) idiosyncratic  ,  BIC                ,3192.584
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2913.541
Time:           ,00:26:18               ,  EM Iterations      ,295
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.02   ,-0.11   ,.       ,-0.06   ,.    ,.          ,.         ,.        ,0.48                   ,0.63
Cases2          ,0.08    ,0.21    ,.       ,-0.19   ,.    ,.          ,.         ,.        ,-0.31                  ,0.68
Cases3          ,-0.06   ,0.06    ,.       ,-0.38   ,.    ,.          ,.         ,.        ,0.82                   ,0.02
Cases4          ,0.13    ,-0.05   ,.       ,-0.31   ,.    ,.          ,.         ,.        ,0.50                   ,0.15
Cases5          ,-0.08   ,0.02    ,.       ,-0.39   ,.    ,.          ,.         ,.        ,0.86                   ,0.01
Hosp1           ,-0.09   ,0.10    ,.       ,-0.33   ,.    ,.          ,.         ,.        ,0.77                   ,0.07
Hosp2           ,0.01    ,-0.01   ,.       ,-0.41   ,.    ,.          ,.         ,.        ,0.49                   ,0.03
Deaths1         ,-0.09   ,-0.22   ,.       ,0.17    ,.    ,.          ,.         ,.        ,-0.10                  ,0.61
Deaths2         ,-0.10   ,-0.22   ,.       ,0.16    ,.    ,.          ,.         ,.        ,-0.15                  ,0.60
Deaths3         ,-0.11   ,-0.21   ,.       ,0.03    ,.    ,.          ,.         ,.        ,0.29                   ,0.25
Deaths4         ,-0.13   ,-0.21   ,.       ,-0.07   ,.    ,.          ,.         ,.        ,0.01                   ,0.33
Deaths5         ,-0.10   ,-0.21   ,.       ,0.01    ,.    ,.          ,.         ,.        ,0.03                   ,0.28
Vax1            ,-0.19   ,0.19    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.77                   ,0.01
Vax3            ,-0.23   ,0.17    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.75                   ,0.00
Gather1         ,-0.24   ,0.16    ,-0.08   ,.       ,.    ,.          ,.         ,.        ,0.64                   ,0.00
Gather2         ,-0.26   ,0.11    ,-0.04   ,.       ,.    ,.          ,.         ,.        ,0.88                   ,0.03
Gather3         ,-0.26   ,0.10    ,-0.07   ,.       ,.    ,.          ,.         ,.        ,0.88                   ,0.06
Gather4         ,-0.24   ,0.10    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.86                   ,0.11
Curfew          ,0.21    ,-0.01   ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.74                   ,0.00
Mask1           ,0.20    ,-0.01   ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.00
Mask2           ,0.21    ,-0.01   ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.78                   ,0.00
School          ,0.14    ,-0.02   ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.81                   ,0.40
ARP             ,0.23    ,0.06    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.62                   ,0.32
PPP             ,-0.01   ,-0.08   ,-0.02   ,.       ,.    ,.          ,.         ,.        ,-0.08                  ,0.94
CARES           ,0.12    ,0.20    ,0.20    ,.       ,.    ,.          ,.         ,.        ,-0.16                  ,0.63
Cons1           ,0.06    ,0.16    ,.       ,.       ,.    ,-0.02      ,.         ,.        ,-0.33                  ,0.85
Cons2           ,0.19    ,0.01    ,.       ,.       ,.    ,-0.37      ,.         ,.        ,-0.01                  ,0.00
Cons3           ,0.19    ,0.01    ,.       ,.       ,.    ,-0.37      ,.         ,.        ,-0.01                  ,0.00
Cons4           ,0.18    ,0.09    ,.       ,.       ,.    ,-0.37      ,.         ,.        ,-0.24                  ,0.88
Cons5           ,0.19    ,0.09    ,.       ,.       ,.    ,-0.35      ,.         ,.        ,-0.21                  ,0.83
Employment1     ,0.17    ,0.02    ,.       ,.       ,.    ,.          ,0.47      ,.        ,-0.33                  ,0.53
Employment2     ,0.15    ,0.08    ,.       ,.       ,.    ,.          ,0.53      ,.        ,-0.47                  ,0.56
UI              ,0.01    ,-0.11   ,.       ,.       ,.    ,.          ,-0.03     ,.        ,0.24                   ,0.77
PartR           ,-0.20   ,-0.06   ,.       ,.       ,.    ,.          ,0.34      ,.        ,0.86                   ,0.09
CPI             ,0.04    ,0.11    ,.       ,.       ,.    ,.          ,.         ,-0.46    ,-0.03                  ,0.92
CPIU            ,0.02    ,-0.00   ,.       ,.       ,.    ,.          ,.         ,0.58     ,0.04                   ,0.94
PCEC            ,0.07    ,-0.04   ,.       ,.       ,.    ,.          ,.         ,-0.60    ,0.04                   ,0.93
FixAss          ,0.02    ,0.05    ,.       ,.       ,-0.03,.          ,.         ,.        ,-0.31                  ,0.86
Prod            ,0.04    ,-0.00   ,.       ,.       ,-0.40,.          ,.         ,.        ,0.06                   ,0.68
GDP             ,-0.10   ,-0.21   ,.       ,.       ,-0.05,.          ,.         ,.        ,0.26                   ,0.26
TBill1mo        ,-0.19   ,0.19    ,.       ,.       ,-0.06,.          ,.         ,.        ,0.84                   ,0.08
TBill6mo        ,0.13    ,-0.03   ,.       ,.       ,-0.45,.          ,.         ,.        ,0.48                   ,0.00
TBill1yr        ,0.13    ,-0.03   ,.       ,.       ,-0.45,.          ,.         ,.        ,0.46                   ,0.00
TBill5yr        ,0.02    ,-0.10   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.41                   ,0.85
TBill10yr       ,0.03    ,-0.10   ,.       ,.       ,-0.38,.          ,.         ,.        ,0.37                   ,0.85
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.88       ,0.09       ,Global.1           ,2.78    ,0.38
Global.2,-0.15      ,0.73       ,Global.2           ,0.38    ,2.85
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.76       ,2.85
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.45       ,4.86
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.65    ,2.75
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.22          ,4.88
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.45         ,0.43
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.38       ,0.14

Warnings:
[1] Covariance matrix not calculated.
