                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3163.600
                ,+ 8 factors in 7 blocks,  AIC                ,6845.200
                ,+ AR(1) idiosyncratic  ,  BIC                ,7587.892
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7146.981
Time:           ,23:01:27               ,  EM Iterations      ,54
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                  Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1), var.
Cases1          ,-0.05   ,-0.06   ,.       ,-0.11   ,.    ,.          ,.         ,.        ,0.41                   ,0.76
Cases2          ,0.15    ,0.23    ,.       ,0.13    ,.    ,.          ,.         ,.        ,0.28                   ,0.09
Cases3          ,-0.02   ,0.18    ,.       ,-0.32   ,.    ,.          ,.         ,.        ,0.60                   ,0.07
Cases4          ,0.11    ,0.03    ,.       ,-0.33   ,.    ,.          ,.         ,.        ,0.85                   ,0.05
Cases5          ,-0.03   ,0.19    ,.       ,-0.32   ,.    ,.          ,.         ,.        ,0.93                   ,0.02
Hosp1           ,-0.05   ,0.18    ,.       ,-0.25   ,.    ,.          ,.         ,.        ,0.67                   ,0.18
Hosp2           ,0.03    ,0.14    ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.99                   ,0.00
Deaths1         ,-0.17   ,-0.23   ,.       ,-0.13   ,.    ,.          ,.         ,.        ,-0.16                  ,0.03
Deaths2         ,-0.18   ,-0.22   ,.       ,-0.14   ,.    ,.          ,.         ,.        ,-0.50                  ,0.01
Deaths3         ,-0.13   ,-0.06   ,.       ,0.02    ,.    ,.          ,.         ,.        ,0.61                   ,0.52
Deaths4         ,-0.13   ,-0.02   ,.       ,-0.14   ,.    ,.          ,.         ,.        ,0.40                   ,0.65
Deaths5         ,-0.12   ,-0.05   ,.       ,0.00    ,.    ,.          ,.         ,.        ,0.57                   ,0.57
Vax1            ,-0.15   ,0.16    ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.01
Vax3            ,-0.17   ,0.19    ,-0.20   ,.       ,.    ,.          ,.         ,.        ,0.97                   ,0.00
Gather1         ,-0.18   ,0.19    ,-0.19   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Gather2         ,-0.20   ,0.17    ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.05
Gather3         ,-0.19   ,0.11    ,-0.16   ,.       ,.    ,.          ,.         ,.        ,0.91                   ,0.13
Gather4         ,-0.14   ,0.04    ,-0.12   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.23
Curfew          ,0.15    ,-0.15   ,-0.26   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.00
Mask1           ,0.14    ,-0.14   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.74                   ,0.00
Mask2           ,0.15    ,-0.16   ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.00
School          ,0.11    ,-0.12   ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.81                   ,0.37
ARP             ,0.17    ,-0.07   ,0.08    ,.       ,.    ,.          ,.         ,.        ,0.87                   ,0.19
PPP             ,-0.00   ,-0.01   ,0.02    ,.       ,.    ,.          ,.         ,.        ,-0.01                  ,1.00
CARES           ,0.18    ,0.20    ,0.04    ,.       ,.    ,.          ,.         ,.        ,0.32                   ,0.15
Cons1           ,0.11    ,0.17    ,.       ,.       ,.    ,-0.09      ,.         ,.        ,-0.13                  ,0.53
Cons2           ,0.21    ,-0.04   ,.       ,.       ,.    ,0.35       ,.         ,.        ,0.02                   ,-0.00
Cons3           ,0.21    ,-0.04   ,.       ,.       ,.    ,0.35       ,.         ,.        ,0.02                   ,-0.00
Cons4           ,0.25    ,0.03    ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.24                   ,0.15
Cons5           ,0.25    ,0.03    ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.26                   ,0.15
Employment1     ,0.19    ,-0.03   ,.       ,.       ,.    ,.          ,-0.54     ,.        ,0.12                   ,0.03
Employment2     ,0.21    ,0.01    ,.       ,.       ,.    ,.          ,-0.50     ,.        ,0.19                   ,0.07
UI              ,-0.01   ,-0.02   ,.       ,.       ,.    ,.          ,0.09      ,.        ,0.54                   ,0.68
PartR           ,-0.12   ,0.14    ,.       ,.       ,.    ,.          ,-0.07     ,.        ,0.97                   ,0.08
CPI             ,0.13    ,0.19    ,.       ,.       ,.    ,.          ,.         ,0.48     ,0.40                   ,0.06
CPIU            ,-0.01   ,-0.02   ,.       ,.       ,.    ,.          ,.         ,-0.63    ,-0.29                  ,0.34
PCE             ,0.07    ,0.04    ,.       ,.       ,.    ,.          ,.         ,-0.25    ,0.13                   ,0.92
