                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3129.889
                ,+ 8 factors in 7 blocks,  AIC                ,6777.778
                ,+ AR(1) idiosyncratic  ,  BIC                ,7520.470
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7079.558
Time:           ,23:23:30               ,  EM Iterations      ,192
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.05   ,-0.05   ,.       ,-0.02   ,.    ,.          ,.         ,.        ,0.48                   ,0.74
Cases2          ,0.13    ,0.19    ,.       ,0.22    ,.    ,.          ,.         ,.        ,-0.08                  ,0.77
Cases3          ,-0.07   ,0.09    ,.       ,0.32    ,.    ,.          ,.         ,.        ,0.81                   ,0.13
Cases4          ,0.11    ,-0.05   ,.       ,0.30    ,.    ,.          ,.         ,.        ,0.71                   ,0.09
Cases5          ,-0.12   ,0.02    ,.       ,0.37    ,.    ,.          ,.         ,.        ,0.71                   ,0.03
Hosp1           ,-0.08   ,0.12    ,.       ,0.23    ,.    ,.          ,.         ,.        ,0.81                   ,0.23
Hosp2           ,-0.04   ,-0.01   ,.       ,0.40    ,.    ,.          ,.         ,.        ,0.74                   ,0.00
Deaths1         ,-0.14   ,-0.19   ,.       ,-0.22   ,.    ,.          ,.         ,.        ,-0.08                  ,0.74
Deaths2         ,-0.16   ,-0.18   ,.       ,-0.21   ,.    ,.          ,.         ,.        ,-0.12                  ,0.75
Deaths3         ,-0.14   ,-0.18   ,.       ,0.04    ,.    ,.          ,.         ,.        ,0.30                   ,0.58
Deaths4         ,-0.16   ,-0.17   ,.       ,0.15    ,.    ,.          ,.         ,.        ,0.06                   ,0.58
Deaths5         ,-0.14   ,-0.18   ,.       ,0.06    ,.    ,.          ,.         ,.        ,0.17                   ,0.64
Vax1            ,-0.17   ,0.16    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.98                   ,0.01
Vax3            ,-0.20   ,0.15    ,-0.07   ,.       ,.    ,.          ,.         ,.        ,0.98                   ,0.00
