                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3930.811
                ,+ 7 factors in 7 blocks,  AIC                ,8265.622
                ,+ AR(1) idiosyncratic  ,  BIC                ,8844.864
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8500.987
Time:           ,22:41:17               ,  EM Iterations      ,252
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.04 ,.       ,-0.02   ,.    ,.          ,.         ,.        ,0.46                   ,0.78
Cases2          ,0.16  ,.       ,0.27    ,.    ,.          ,.         ,.        ,0.03                   ,0.86
Cases3          ,-0.01 ,.       ,0.41    ,.    ,.          ,.         ,.        ,0.96                   ,0.00
Cases4          ,0.10  ,.       ,0.18    ,.    ,.          ,.         ,.        ,0.92                   ,0.09
Cases5          ,-0.04 ,.       ,0.35    ,.    ,.          ,.         ,.        ,0.94                   ,0.08
Hosp1           ,-0.02 ,.       ,0.37    ,.    ,.          ,.         ,.        ,0.96                   ,0.01
Hosp2           ,0.03  ,.       ,0.31    ,.    ,.          ,.         ,.        ,0.96                   ,0.04
Deaths1         ,-0.16 ,.       ,-0.27   ,.    ,.          ,.         ,.        ,0.00                   ,0.88
Deaths2         ,-0.17 ,.       ,-0.26   ,.    ,.          ,.         ,.        ,-0.04                  ,0.87
Deaths3         ,-0.13 ,.       ,-0.23   ,.    ,.          ,.         ,.        ,0.84                   ,0.19
Deaths4         ,-0.14 ,.       ,-0.12   ,.    ,.          ,.         ,.        ,0.69                   ,0.43
Deaths5         ,-0.12 ,.       ,-0.23   ,.    ,.          ,.         ,.        ,0.87                   ,0.17
Vax1            ,-0.17 ,-0.33   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.01
Vax3            ,-0.20 ,-0.34   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.00
Gather1         ,-0.20 ,-0.34   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.00
Gather2         ,-0.21 ,-0.32   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.03
Gather3         ,-0.19 ,-0.24   ,.       ,.    ,.          ,.         ,.        ,0.97                   ,0.09
Gather4         ,-0.14 ,-0.12   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.18
Curfew          ,0.18  ,0.10    ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.14
Mask1           ,0.17  ,0.08    ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.12
Mask2           ,0.18  ,0.11    ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.13
School          ,0.13  ,0.04    ,.       ,.    ,.          ,.         ,.        ,1.01                   ,0.30
ARP             ,0.21  ,0.05    ,.       ,.    ,.          ,.         ,.        ,0.68                   ,0.33
PPP             ,0.01  ,0.05    ,.       ,.    ,.          ,.         ,.        ,-0.02                  ,0.99
CARES           ,0.18  ,-0.25   ,.       ,.    ,.          ,.         ,.        ,0.13                   ,0.98
Cons1           ,0.09  ,.       ,.       ,.    ,-0.09      ,.         ,.        ,-0.38                  ,0.88
Cons2           ,0.20  ,.       ,.       ,.    ,0.39       ,.         ,.        ,0.05                   ,0.00
Cons3           ,0.20  ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.10                  ,0.00
Cons4           ,0.25  ,.       ,.       ,.    ,0.28       ,.         ,.        ,-0.24                  ,0.51
Cons5           ,0.25  ,.       ,.       ,.    ,0.29       ,.         ,.        ,-0.22                  ,0.50
Employment1     ,0.19  ,.       ,.       ,.    ,.          ,-0.52     ,.        ,-0.35                  ,0.48
Employment2     ,0.23  ,.       ,.       ,.    ,.          ,-0.46     ,.        ,-0.37                  ,0.35
UI              ,-0.00 ,.       ,.       ,.    ,.          ,0.19      ,.        ,0.62                   ,0.61
PartR           ,-0.13 ,.       ,.       ,.    ,.          ,-0.18     ,.        ,1.02                   ,0.02
CPI             ,0.11  ,.       ,.       ,.    ,.          ,.         ,0.68     ,-0.02                  ,0.89
