                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-759.024
                ,+ 8 factors in 7 blocks,  AIC                ,2036.049
                ,+ AR(1) idiosyncratic  ,  BIC                ,2509.667
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2213.469
Time:           ,00:23:37               ,  EM Iterations      ,359
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cases1          ,-0.08   ,-0.07   ,.       ,-0.09   ,.    ,.          ,.         ,.        ,0.39                   ,0.69
Cases2          ,0.18    ,0.17    ,.       ,-0.07   ,.    ,.          ,.         ,.        ,0.11                   ,0.16
Cases3          ,0.00    ,0.05    ,.       ,-0.40   ,.    ,.          ,.         ,.        ,0.56                   ,0.04
Cases4          ,0.07    ,-0.07   ,.       ,-0.39   ,.    ,.          ,.         ,.        ,0.00                   ,0.01
Cases5          ,0.06    ,-0.01   ,.       ,-0.40   ,.    ,.          ,.         ,.        ,-0.09                  ,0.01
Hosp1           ,-0.03   ,0.10    ,.       ,-0.36   ,.    ,.          ,.         ,.        ,0.56                   ,0.08
Hosp2           ,0.07    ,-0.04   ,.       ,-0.40   ,.    ,.          ,.         ,.        ,0.24                   ,0.00
Deaths1         ,-0.20   ,-0.16   ,.       ,0.05    ,.    ,.          ,.         ,.        ,0.12                   ,0.10
Deaths2         ,-0.20   ,-0.16   ,.       ,0.04    ,.    ,.          ,.         ,.        ,0.11                   ,0.11
Deaths3         ,-0.15   ,-0.06   ,.       ,-0.08   ,.    ,.          ,.         ,.        ,0.30                   ,0.73
Deaths4         ,-0.15   ,-0.06   ,.       ,-0.16   ,.    ,.          ,.         ,.        ,0.15                   ,0.66
Deaths5         ,-0.13   ,-0.06   ,.       ,-0.10   ,.    ,.          ,.         ,.        ,0.19                   ,0.80
Vax1            ,-0.12   ,0.16    ,-0.23   ,.       ,.    ,.          ,.         ,.        ,0.64                   ,0.01
Vax3            ,-0.14   ,0.19    ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.78                   ,0.00
Gather1         ,-0.15   ,0.19    ,-0.15   ,.       ,.    ,.          ,.         ,.        ,0.81                   ,0.00
Gather2         ,-0.16   ,0.19    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.89                   ,0.04
Gather3         ,-0.16   ,0.18    ,-0.13   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.07
